Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2017-01-01,Cobar,25.6,29.5,0.6,NA,NA,S,31,S,SSE,11,13,NA,NA,1004.6,1004.9,8,7,26.3,28.7,No,No
2017-01-02,Cobar,20,32,0,NA,NA,S,41,S,SSW,20,20,NA,NA,1010.3,1009.3,NA,NA,23.1,30.2,No,No
2017-01-03,Cobar,18.8,35.5,0,NA,NA,E,43,E,ESE,24,17,NA,NA,1012.9,1010.3,NA,NA,25.4,34.6,No,No
2017-01-04,Cobar,21,35.3,0,NA,NA,ENE,41,ENE,N,31,11,NA,NA,1013.6,1011.5,NA,NA,24.1,33.4,No,No
2017-01-05,Cobar,21.2,36.2,0,NA,NA,E,33,ENE,SSE,19,15,NA,NA,1013.4,1009.5,NA,3,26.7,33.3,No,No
2017-01-06,Cobar,23.9,37.1,0,NA,NA,SE,83,ENE,S,28,19,NA,NA,1011.7,1009,NA,NA,27,35.6,No,Yes
2017-01-07,Cobar,21,36.9,5,NA,NA,ENE,46,ENE,ENE,30,11,NA,NA,1012.6,1008.2,NA,7,26.7,35.1,Yes,No
2017-01-08,Cobar,23.8,39.2,0,NA,NA,NE,35,NNE,SSE,20,7,NA,NA,1010,1007.2,NA,1,30.1,37.8,No,No
2017-01-09,Cobar,25.5,40.8,0,NA,NA,SE,43,NNW,N,17,13,NA,NA,1010.3,1006.9,NA,2,33.4,38.6,No,No
2017-01-10,Cobar,26,41.1,0.2,NA,NA,NA,NA,S,SW,4,11,39,16,1009.9,1006.6,NA,8,31,39.6,No,No
2017-01-11,Cobar,28.7,39.5,0,NA,NA,SW,37,SE,SSW,9,17,43,24,1007.7,1006,8,8,31.7,36.7,No,No
2017-01-12,Cobar,24.6,40.1,0,NA,NA,NW,41,SE,W,17,20,23,16,1008.9,1005.7,7,1,29.8,38.7,No,No
2017-01-13,Cobar,28.8,45.7,0,NA,NA,NNW,57,NNW,NNW,22,30,21,10,1003.7,1000.7,NA,2,36.8,44,No,No
2017-01-14,Cobar,20.6,32.8,0,NA,NA,SW,43,SSW,SSW,22,24,67,16,1008.4,1008,8,NA,21.7,31.4,No,No
2017-01-15,Cobar,16.5,35.2,0,NA,NA,S,37,SSE,SSW,19,19,36,12,1013.3,1010.9,NA,NA,22.8,33.7,No,No
2017-01-16,Cobar,20.8,39.7,0,NA,NA,E,33,E,E,20,13,45,21,1012.3,1008.9,NA,1,27.6,37.8,No,No
2017-01-17,Cobar,27.1,43.4,0,NA,NA,NNW,54,N,NW,24,13,35,18,1011.2,1007.8,NA,3,34.9,39.7,No,No
2017-01-18,Cobar,29.7,40.7,0,NA,NA,NNW,46,NNW,SW,22,19,40,23,1009.1,1007,8,8,34.1,38.6,No,No
2017-01-19,Cobar,24.8,41.2,0,NA,NA,W,28,ESE,W,17,11,26,18,1008.6,1004.6,NA,3,29.8,38.1,No,Yes
2017-01-20,Cobar,23.3,31.9,9.4,NA,NA,W,57,WNW,WNW,13,24,96,59,1003,999.7,5,8,23.5,30.1,Yes,Yes
2017-01-21,Cobar,15.7,32,8,NA,NA,SSE,28,SSE,SSE,13,13,60,20,1009.8,1008.7,NA,NA,19.1,29.6,Yes,No
2017-01-22,Cobar,19.1,37.7,0,NA,NA,NNE,43,E,W,22,9,53,19,1011.6,1009.1,NA,NA,24.8,34.8,No,No
2017-01-23,Cobar,24.6,41.2,0,NA,NA,NA,NA,NNE,N,30,26,54,31,1008.3,1005.9,NA,8,31.2,39,No,NA
2017-01-01,Moree,27.3,43,0,NA,NA,SSW,48,N,N,26,17,39,22,1004,1000.4,NA,1,32.9,39.9,No,Yes
2017-01-02,Moree,23.8,35.6,4,NA,NA,S,54,ESE,S,13,22,80,44,1006,1003.8,7,4,25.7,34.1,Yes,No
2017-01-03,Moree,18.9,36,0,NA,NA,NE,46,ESE,S,15,11,47,26,1012.4,1009.8,NA,3,26.6,33.7,No,No
2017-01-04,Moree,20.1,35.8,0,NA,NA,NE,50,E,SE,30,15,40,20,1015.1,1011.2,NA,NA,26,34.1,No,No
2017-01-05,Moree,19.9,35.3,0,NA,NA,ENE,39,E,SSE,22,20,48,23,1015.1,1010.1,NA,3,25.2,34.2,No,No
2017-01-06,Moree,20.1,36.6,0,NA,NA,ENE,56,ENE,E,20,13,49,24,1013.4,1009.1,NA,1,26.5,35.3,No,Yes
2017-01-07,Moree,19.3,35.4,2.4,NA,NA,NE,48,E,S,26,15,50,25,1014.4,1009.2,NA,5,24.9,33.3,Yes,No
2017-01-08,Moree,19.4,35.6,0.2,NA,NA,ENE,43,ENE,ENE,20,7,47,27,1013.8,1009.4,NA,5,24.1,32.7,No,No
2017-01-09,Moree,20.8,36.4,0,NA,NA,NNE,37,NNE,SSE,24,7,48,24,1013.7,1009.2,NA,NA,24.5,35.1,No,No
2017-01-10,Moree,23.7,39.5,0,NA,NA,NNE,41,NNE,ESE,24,4,58,22,1012.9,1008.9,NA,NA,27.8,37.2,No,No
2017-01-11,Moree,26.5,41.6,0,NA,NA,NNE,41,NNE,N,28,15,42,19,1010.6,1006.8,NA,NA,30.6,40.5,No,No
2017-01-12,Moree,28.9,42.5,0,NA,NA,W,59,N,NNW,22,24,37,17,1009.2,1005.6,8,3,32.1,40.7,No,No
2017-01-13,Moree,26.1,42,0,NA,NA,NE,52,NNE,N,31,26,46,23,1009.4,1005.3,NA,NA,31.2,40.2,No,No
2017-01-14,Moree,29,41.4,0,NA,NA,WSW,70,N,NNW,22,20,51,28,1006.6,1001.9,1,8,31.8,40.3,No,No
2017-01-15,Moree,21.4,40.5,0.2,NA,NA,E,54,NE,NNW,11,19,30,25,1008.1,1006,NA,NA,28.8,38.6,No,No
2017-01-16,Moree,22.8,36.6,0,NA,NA,E,46,ENE,NE,26,13,60,36,1013.9,1010.8,7,8,26.6,34.5,No,No
2017-01-17,Moree,25.3,38.2,0,NA,NA,NNE,37,NNE,NNW,24,15,57,30,1016.4,1012.2,NA,2,28.4,36.2,No,No
2017-01-18,Moree,25.8,39.9,0,NA,NA,WSW,76,N,SW,19,31,39,28,1013,1008.8,1,6,30.9,36.5,No,No
2017-01-19,Moree,23.7,40.6,0,NA,NA,NE,65,E,WSW,9,22,46,27,1008.8,1005.2,NA,2,31.5,38.9,No,Yes
2017-01-20,Moree,23.4,38.6,1.4,NA,NA,W,96,NNE,WSW,37,41,71,86,1005.6,1001.5,7,8,26.5,25.2,Yes,Yes
2017-01-21,Moree,23.7,35.8,6.4,NA,NA,WSW,39,SSW,SW,24,22,64,23,1006.6,1006.2,NA,NA,26,34.6,Yes,No
2017-01-22,Moree,20.5,35.5,0,NA,NA,N,43,NE,N,28,20,59,37,1013.8,1011.1,NA,2,25.6,34,No,No
2017-01-23,Moree,21.3,36.6,0,NA,NA,NNE,48,NE,NNE,33,19,56,28,1015,1011.3,NA,NA,24.5,33.9,No,No
2017-01-01,NorahHead,21.4,26.3,0,NA,NA,N,28,SSW,SSE,9,7,90,88,1007.2,1005.4,NA,NA,23.5,24,No,Yes
2017-01-02,NorahHead,20.7,23.9,1.2,NA,NA,SSW,52,SSW,S,35,33,94,83,1008.6,1011.3,NA,NA,20.9,22.4,Yes,No
2017-01-03,NorahHead,19.3,24.4,0,NA,NA,SSW,37,SSW,S,26,30,89,74,1018.1,1017.9,NA,NA,20.2,23.8,No,No
2017-01-04,NorahHead,20.1,27.1,0,NA,NA,E,37,SE,SSE,22,15,64,57,1020.8,1019.9,NA,NA,23.3,25.8,No,Yes
2017-01-05,NorahHead,20.2,26,2.4,NA,NA,E,35,E,SE,11,11,100,76,1018.8,1016.9,NA,NA,20.6,24,Yes,No
2017-01-06,NorahHead,20.4,26,0.2,NA,NA,E,22,NW,E,4,19,84,70,1017.8,1017.4,NA,NA,23,25.1,No,No
2017-01-07,NorahHead,20.8,27.9,0,NA,NA,NE,43,ESE,ENE,7,24,78,66,1018,1014.9,NA,NA,23.8,26.9,No,No
2017-01-08,NorahHead,20.1,28.3,0,NA,NA,NE,50,NNE,NE,19,37,66,71,1013.4,1010.4,NA,NA,24.4,25.6,No,No
2017-01-09,NorahHead,20.1,28.9,0,NA,NA,NE,44,NNE,NE,13,20,76,65,1011.5,1009.4,NA,NA,24.4,27.4,No,No
2017-01-10,NorahHead,21.3,27.5,0,NA,NA,SE,31,NA,E,0,15,95,76,1011.4,1009.2,NA,NA,22.4,26.2,No,No
2017-01-11,NorahHead,22.2,32.7,0,NA,NA,SW,59,S,N,4,11,82,63,1007.6,1004.1,NA,NA,26,28.2,No,No
2017-01-12,NorahHead,21.7,27.6,0,NA,NA,SSW,35,SSW,ESE,9,11,82,70,1012.2,1010.9,NA,NA,23.8,26.9,No,No
2017-01-13,NorahHead,21.8,31.7,0,NA,NA,NNE,59,NNE,NE,17,37,91,79,1009.3,1001.6,NA,NA,23.1,25.9,No,No
2017-01-14,NorahHead,23,30.3,0,NA,NA,S,33,WNW,S,7,6,58,77,1002.9,1003.1,NA,NA,29.9,26.2,No,No
2017-01-15,NorahHead,22.2,27.2,0,NA,NA,SE,35,E,E,13,20,78,73,1014.8,1015.8,NA,NA,23.4,24.4,No,No
2017-01-16,NorahHead,20.7,28.5,0,NA,NA,NE,46,NE,NE,15,33,82,68,1017.4,1014.1,NA,NA,23.1,26.3,No,No
2017-01-17,NorahHead,19.9,36.6,0,NA,NA,NNE,54,NNE,NE,7,24,84,75,1014,1008.8,NA,NA,23.7,26.4,No,No
2017-01-18,NorahHead,23.3,39.9,0,NA,NA,S,54,NW,SSW,13,26,32,82,1005.7,1006,NA,NA,36.4,24.7,No,No
2017-01-19,NorahHead,20.4,23.8,0,NA,NA,S,50,SSE,ENE,9,20,79,79,1014.9,1013.4,NA,NA,21.1,21.4,No,No
2017-01-20,NorahHead,20.4,28.7,0,NA,NA,SSW,69,NNE,N,30,26,81,99,1001.5,995.5,NA,NA,22.8,24.5,No,Yes
2017-01-21,NorahHead,20.3,25.1,7.6,NA,NA,S,63,S,S,26,22,69,64,1010.1,1012.1,NA,NA,22,24.9,Yes,No
2017-01-22,NorahHead,20,27.1,0.2,NA,NA,NE,43,SSW,ENE,9,15,80,61,1017.6,1015.8,NA,NA,22,26.4,No,No
2017-01-23,NorahHead,21.1,28.9,0.2,NA,NA,NE,52,NNE,NE,19,35,77,72,1014.9,1010.7,NA,NA,24.5,25.6,No,No
2017-01-01,Penrith,22.2,27.8,0,NA,NA,SW,22,NNW,SW,4,9,77,69,NA,NA,NA,NA,24,26.9,No,Yes
2017-01-02,Penrith,21.1,26.1,2.4,NA,NA,SE,31,S,ESE,13,13,79,61,NA,NA,NA,NA,22.1,24.6,Yes,No
2017-01-03,Penrith,17.6,28.7,0,NA,NA,ESE,43,S,ESE,9,15,62,46,NA,NA,NA,NA,22,26.9,No,Yes
2017-01-04,Penrith,18.4,27.2,2.4,NA,NA,E,31,SE,ESE,11,13,70,42,NA,NA,NA,NA,22,26.4,Yes,No
2017-01-05,Penrith,18.7,25.5,0.4,NA,NA,ESE,22,SSW,ENE,4,15,82,78,NA,NA,NA,NA,21.3,23.3,No,Yes
2017-01-06,Penrith,19.3,25.4,1.4,NA,NA,ENE,28,NA,SW,0,7,77,79,NA,NA,NA,NA,23.8,24.3,Yes,Yes
2017-01-07,Penrith,17.8,31.2,12.8,NA,NA,ENE,31,NNW,ESE,4,7,74,40,NA,NA,NA,NA,22.7,30.5,Yes,No
2017-01-08,Penrith,17.1,36.5,0,NA,NA,ENE,28,NNE,ENE,4,13,72,33,NA,NA,NA,NA,22.9,34.9,No,No
2017-01-09,Penrith,20.3,37.2,0,NA,NA,S,41,SW,ESE,4,13,60,34,NA,NA,NA,NA,27.5,36.7,No,Yes
2017-01-10,Penrith,22.1,38.5,2,NA,NA,SE,26,S,N,7,9,87,38,NA,NA,NA,NA,23.2,35.6,Yes,No
2017-01-11,Penrith,23,42,0,NA,NA,W,59,N,WNW,2,22,72,22,NA,NA,NA,NA,26.9,40.5,No,No
2017-01-12,Penrith,21.1,32.5,0,NA,NA,ESE,31,NNW,ESE,4,11,78,46,NA,NA,NA,NA,24,30.6,No,No
2017-01-13,Penrith,22.9,44.8,0,NA,NA,NW,59,NNE,NW,15,35,65,20,NA,NA,NA,NA,25.7,43.5,No,No
2017-01-14,Penrith,25.5,40.8,0,NA,NA,SSW,39,NNE,N,4,15,49,24,NA,NA,NA,NA,30.9,37.7,No,No
2017-01-15,Penrith,21.3,29.9,0,NA,NA,E,31,NNW,E,4,15,70,52,NA,NA,NA,NA,24.1,27.7,No,No
2017-01-16,Penrith,19.4,35.8,0,NA,NA,ENE,37,N,N,20,9,62,33,NA,NA,NA,NA,25.2,33.5,No,No
2017-01-17,Penrith,19.4,43.9,0,NA,NA,NW,41,NNE,NW,6,24,67,21,NA,NA,NA,NA,25.6,42.5,No,No
2017-01-18,Penrith,25.1,45.1,0,NA,NA,SE,59,WNW,SE,30,31,28,38,NA,NA,NA,NA,37.5,33,No,No
2017-01-19,Penrith,17.8,22.5,0.2,NA,NA,S,24,SSW,E,7,7,65,96,NA,NA,NA,NA,21.1,19.3,No,Yes
2017-01-20,Penrith,18.8,32.1,2,NA,NA,SSE,43,N,N,19,7,75,83,NA,NA,NA,NA,22.1,26.4,Yes,Yes
2017-01-21,Penrith,20.9,29.6,4.4,NA,NA,ESE,37,SE,ENE,7,17,54,38,NA,NA,NA,NA,22.4,28.6,Yes,No
2017-01-22,Penrith,18.3,31.6,0,NA,NA,ENE,30,NNE,N,4,7,58,43,NA,NA,NA,NA,22.2,29.4,No,No
2017-01-23,Penrith,18.4,40.2,0,NA,NA,NNE,41,N,NE,6,15,69,32,NA,NA,NA,NA,23.3,37.3,No,No
2017-01-01,Richmond,22.6,28.7,0,7.2,NA,S,22,N,NE,2,13,76,67,1007.3,1004.9,8,6,24.4,27.4,No,No
2017-01-02,Richmond,21.2,26.9,1,3.4,NA,SE,35,S,SE,13,20,77,61,1010,1011,8,8,22.6,24.5,No,No
2017-01-03,Richmond,16.6,28.9,0.2,2.2,NA,SE,46,S,ESE,13,24,62,45,1018.7,1017.2,8,8,21.5,27.7,No,No
2017-01-04,Richmond,18,27.8,0,5.4,NA,SE,35,ESE,SSE,22,22,57,42,1021.3,1019,8,5,22.6,26.4,No,No
2017-01-05,Richmond,18.6,24.3,0.2,4.4,NA,SE,24,SSE,E,6,11,86,84,1018.9,1016.7,8,8,20.7,22.4,No,Yes
2017-01-06,Richmond,18.8,27.2,4,1.4,NA,E,33,WNW,W,4,11,78,91,1018,1017.3,5,8,23.6,22,Yes,Yes
2017-01-07,Richmond,16.1,31,1.8,NA,NA,ENE,35,NNE,ENE,6,9,76,45,1018.4,1013.3,NA,4,23.2,29,Yes,No
2017-01-08,Richmond,15.4,36.4,0,NA,NA,ENE,30,NW,E,6,13,74,29,1013.4,1008.5,NA,NA,22.9,34.9,No,No
2017-01-09,Richmond,18.5,38.7,0,11.6,NA,S,39,NW,SE,6,15,66,30,1011.3,1007,NA,NA,26.8,37.6,No,No
2017-01-10,Richmond,21.8,37.6,0,8.2,NA,S,41,SE,N,6,9,74,42,1011.8,1007.5,3,NA,24.4,35.2,No,Yes
2017-01-11,Richmond,22.5,41.9,1.2,5.6,NA,WNW,57,NA,W,0,28,79,21,1007.9,1003.2,7,1,26.3,39.8,Yes,No
2017-01-12,Richmond,21.6,32.6,0.2,9.2,NA,ESE,39,NNW,SSE,6,20,77,45,1012.4,1009,8,1,24.3,31.7,No,No
2017-01-13,Richmond,22.7,44.5,0,7.6,NA,W,61,NNE,NW,19,30,66,21,1008.6,999.3,2,1,25.7,42.7,No,No
2017-01-14,Richmond,25.4,40.9,0,NA,NA,SE,43,NNW,WNW,7,22,49,21,1003.2,1002,5,NA,31,38,No,No
2017-01-15,Richmond,21.2,30.7,1,NA,NA,ESE,35,SE,ESE,9,24,67,52,1014.8,1014.3,8,6,24.3,29.2,No,No
2017-01-16,Richmond,18.1,35.8,0.2,27.4,NA,ENE,35,NNE,ENE,15,11,67,33,1017,1011.8,5,NA,25.4,34,No,No
2017-01-17,Richmond,17.6,43.7,0,9,NA,NE,48,NNE,WNW,7,17,71,18,1013.6,1006.9,NA,1,24.5,42.5,No,No
2017-01-18,Richmond,24.3,44.4,0,11.8,NA,WNW,59,WNW,ESE,35,43,28,40,1005.3,1004.2,NA,NA,37.6,32.9,No,No
2017-01-19,Richmond,17.9,23,0.4,12.1,NA,SSE,24,SSW,ESE,11,9,66,93,1015.4,1013.6,7,8,21.1,19.3,No,Yes
2017-01-20,Richmond,19.1,34.1,1.6,2.2,NA,SSE,56,NE,N,20,17,73,68,1000.8,994,NA,6,23,30,Yes,Yes
2017-01-21,Richmond,20.4,30,4.6,NA,NA,ESE,39,SE,N,11,11,52,39,1010.3,1010.6,8,NA,23.2,28.1,Yes,No
2017-01-22,Richmond,18.1,31,0.2,NA,NA,E,37,NNW,E,6,11,60,44,1017.8,1014.1,NA,NA,22.4,28.8,No,No
2017-01-23,Richmond,16.7,39.2,0,16.8,NA,ENE,39,NNE,NNE,7,22,70,30,1014.8,1007.9,1,1,23.5,38.2,No,No
2017-01-01,Sydney,22.7,26.6,0,6.8,0,E,24,E,E,9,19,70,70,1007.4,1005.5,7,8,24.6,24.9,No,No
2017-01-02,Sydney,21.2,26.3,0.4,3.4,3.5,S,56,SSW,SSE,26,28,71,54,1009.9,1011.8,7,5,22.1,24.8,No,Yes
2017-01-03,Sydney,18.5,26.6,2.6,6.2,8.8,SSE,48,S,SSE,19,19,66,60,1018.5,1018.3,7,7,21.9,25.4,Yes,Yes
2017-01-04,Sydney,20.1,25.9,1.2,7.8,5.6,ESE,31,ESE,ESE,22,22,53,45,1021.4,1020,7,7,24,23.7,Yes,Yes
2017-01-05,Sydney,19.6,24.3,5,6,0.5,ENE,30,NNE,E,7,20,89,69,1019,1017.2,8,7,20.5,22.6,Yes,Yes
2017-01-06,Sydney,19.9,26.5,8.8,3.8,4.8,E,35,ESE,E,15,22,86,57,1018.3,1017.5,7,6,20,25.3,Yes,Yes
2017-01-07,Sydney,19.2,26.8,4.4,6.6,11.5,NE,43,S,NE,2,28,61,57,1018.4,1015,3,3,24.8,25.2,Yes,No
2017-01-08,Sydney,19.7,28.5,0,10.4,11.7,NE,54,N,ENE,11,20,52,52,1013.5,1010,2,6,25.1,27.5,No,No
2017-01-09,Sydney,21.3,29.9,0,9.6,9.2,ENE,31,ESE,E,9,20,57,57,1011.5,1009.2,2,2,27,26.7,No,No
2017-01-10,Sydney,22.6,31.3,0.4,8.2,8.8,E,31,W,E,9,17,73,49,1012,1008.1,7,4,24.8,30.5,No,No
2017-01-11,Sydney,24,37.7,0,7.4,10.9,SSE,63,W,ESE,9,20,53,47,1007.6,1003.4,4,7,29.2,31.4,No,No
2017-01-12,Sydney,22.3,28.4,0,9.4,7.2,E,31,SSE,E,7,20,68,52,1012.4,1010.7,7,2,24.7,26.8,No,No
2017-01-13,Sydney,23,30.5,0,8.6,8.9,SSW,52,N,NE,15,30,68,57,1008.9,1001.3,8,1,24.6,29,No,No
2017-01-14,Sydney,24.6,32.5,0,10.6,7.1,ESE,35,NNW,ESE,2,22,59,52,1003.4,1003.2,8,1,28.7,29.2,No,No
2017-01-15,Sydney,22.8,27,0,8,6.9,ESE,33,E,E,20,22,56,57,1015.1,1015.7,6,7,25.6,25.5,No,No
2017-01-16,Sydney,21.7,27.2,0,7.2,12.1,NE,52,NNE,NE,22,28,55,57,1017.1,1013.9,3,0,26.2,26.3,No,No
2017-01-17,Sydney,20.8,36.6,0,10.4,11.9,NNE,50,ESE,ENE,6,11,64,44,1013.6,1008.3,NA,2,25.3,32.6,No,No
2017-01-18,Sydney,25.1,38.1,0,13.8,11.1,SSE,59,WNW,SSE,20,31,26,52,1005.4,1006.8,1,2,36.5,30.1,No,No
2017-01-19,Sydney,20.1,24.5,0,12.6,0,ENE,41,ESE,ENE,20,19,61,53,1015.3,1013.7,8,8,21.5,22.7,No,No
2017-01-20,Sydney,19,29.2,0,5.8,2.6,SSW,65,NNE,NNW,22,28,62,68,1001.1,994.3,7,7,24.1,28.3,No,Yes
2017-01-21,Sydney,20.8,27.4,7.8,6.2,9.7,SSE,48,SSE,SE,22,20,49,42,1010.5,1012.2,7,1,22.2,26.6,Yes,No
2017-01-22,Sydney,20.4,26.5,0,9.1,10.7,ENE,39,NE,E,4,22,50,50,1017.9,1015.8,1,4,23.8,26,No,No
2017-01-23,Sydney,21.5,32.6,0,9.6,12.1,NE,56,NNW,NE,17,20,60,51,1014.9,1010.1,3,1,25.5,28.6,No,No
2017-01-01,WaggaWagga,15.9,31.5,NA,NA,NA,W,37,E,WNW,11,28,60,27,1005.3,1004.6,8,4,22,29.5,NA,Yes
2017-01-02,WaggaWagga,14.3,32.7,14,39.4,NA,SW,41,SW,SW,11,17,66,26,1010.6,1008.7,NA,NA,18.9,30.6,Yes,No
2017-01-03,WaggaWagga,16.9,32,0,11.2,NA,ENE,57,E,SSW,28,9,49,22,1017.5,1013.9,NA,NA,21.8,29.4,No,No
2017-01-04,WaggaWagga,18.4,30.4,0,11.4,NA,ENE,44,ENE,NE,30,17,46,29,1018.6,1016.1,NA,NA,23.1,28.8,No,No
2017-01-05,WaggaWagga,17.8,32.9,0,10.8,NA,ENE,43,ENE,NE,24,13,51,22,1017.4,1012.8,NA,NA,22.1,32.3,No,No
2017-01-06,WaggaWagga,19.7,35.3,0,9.8,NA,ENE,44,ENE,NNE,24,6,50,18,1015.7,1012.6,NA,NA,25.1,33.6,No,No
2017-01-07,WaggaWagga,18.6,35.4,0,NA,NA,ENE,39,ENE,SW,19,11,45,22,1015.7,1010.5,NA,NA,24.4,33.9,No,No
2017-01-08,WaggaWagga,20.3,35.9,0,NA,NA,NW,30,N,NNW,19,15,38,25,1010.7,1007.4,NA,NA,27.5,34.9,No,No
2017-01-09,WaggaWagga,21,35.9,0,27.8,NA,W,56,E,SW,7,35,45,42,1009.7,1010,1,8,28.8,29.9,No,No
2017-01-10,WaggaWagga,19.6,33.7,0,5.4,NA,NW,28,E,N,7,11,63,39,1011.5,1009,NA,8,25.9,31.5,No,No
2017-01-11,WaggaWagga,20.3,36.7,0,8,NA,W,52,N,W,2,37,53,18,1007.9,1005.8,NA,2,28.4,35.7,No,No
2017-01-12,WaggaWagga,14.2,36.8,0,15,NA,SSW,30,NNW,WSW,6,13,43,7,1010.3,1006.8,NA,NA,23.7,35.7,No,No
2017-01-13,WaggaWagga,19.6,41.4,0,11,NA,WSW,69,ENE,NW,20,41,51,19,1003.8,997.2,6,8,27.6,38.5,No,NA
2017-01-14,WaggaWagga,16.3,27.6,NA,NA,NA,SW,54,W,WSW,20,28,74,27,1008.2,1008.6,2,NA,18.4,26.2,NA,NA
2017-01-15,WaggaWagga,10.9,33.3,NA,NA,NA,SSW,31,WNW,S,7,9,60,13,1015.3,1012.5,NA,NA,18.5,31,NA,Yes
2017-01-16,WaggaWagga,13,36.1,5.8,28.2,NA,NW,33,E,WSW,15,13,58,15,1015.5,1011.4,NA,NA,23.4,34.1,Yes,No
2017-01-17,WaggaWagga,15.3,41.5,0,9.8,NA,W,54,E,WNW,11,28,35,16,1012.1,1006.4,NA,1,27.1,39.9,No,No
2017-01-18,WaggaWagga,16.5,38.2,0,13.4,NA,WSW,63,NNW,WSW,13,37,31,18,1006.4,1007.8,NA,NA,26.1,35.1,No,NA
2017-01-19,WaggaWagga,16.6,34.5,NA,NA,NA,E,41,ENE,NW,24,9,52,22,1010.6,1006.2,6,1,22.3,32.5,NA,No
2017-01-20,WaggaWagga,20.4,27.9,1,25.8,NA,SW,57,N,SW,13,39,76,80,997.2,995.7,7,8,24,23.6,No,NA
2017-01-21,WaggaWagga,11.1,31.8,NA,NA,NA,SW,33,E,W,6,19,63,17,1010.6,1009.4,NA,NA,17.7,29.8,NA,NA
2017-01-22,WaggaWagga,17.4,35,NA,NA,NA,E,35,E,N,26,9,54,24,1014.7,1010.8,NA,NA,22.4,32.6,NA,Yes
2017-01-23,WaggaWagga,21.4,39.7,7,24.6,NA,N,50,ENE,WNW,19,28,44,24,1009.6,1004.5,NA,7,27.5,38.6,Yes,No
2017-01-01,Williamtown,22.5,27.5,0,NA,NA,S,30,SSE,SSE,11,17,83,64,1006.9,1004.9,8,6,24,27.3,No,Yes
2017-01-02,Williamtown,20.7,25.7,28.4,NA,NA,SSE,48,SSW,SSE,31,33,91,73,1008.6,1011,8,8,21.8,24.3,Yes,No
2017-01-03,Williamtown,17.2,26.1,0.2,NA,NA,SSE,48,SSW,SSE,31,30,73,65,1017.4,1017.5,NA,1,22.6,24.9,No,Yes
2017-01-04,Williamtown,19,25.6,3.4,NA,NA,SSE,37,ESE,SSE,20,24,64,61,1020.4,1019.2,NA,7,23,24.1,Yes,No
2017-01-05,Williamtown,19.4,27,0.2,NA,NA,E,41,ESE,ESE,15,28,85,67,1018.3,1015.9,5,8,21.9,25.3,No,No
